NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP8339,MONARE CASH LOANS AND GENERAL DEALER CC,,2006/038219/23,  ,,19 Danie Joubert Street Mopani Tzaneen 0850,Tzaneen,9/18/2016,Registered!
NCRCP8341,POWER GUARANTEES (PTY) LTD,,2016/134383/07,011 942 1058,086 527 0374,6 Voster Avenue Glenanda Johannesburg 2091,Johannesburg,9/20/2016,Registered!
NCRCP8342,EMERGING MARKETS HOME LOANS TWO (PTY) LTD,,2015/017357/07,021 910 2230,086 633 0200,Unit B206 Buchanan Square 160 Sir Lowry Road WOODSTOCK 7915,WOODSTOCK,9/19/2016,Registered!
NCRCP8343,TSHAMASINDI TRADING ENTERPRISES (PTY) LTD,,2013/132980/07,082 951 3364,,"Ofiice 36 , 2nd Floor Limdev Building Thohoyandou 0950",Thohoyandou,9/22/2016,Registered!
NCRCP8344,ZALIOTRIM (PTY) LTD,ROYAL STORES,2021/444981/07,042 004 2192,,4 Church Street JOUBERTINA 6410,JOUBERTINA,9/26/2016,Registered!
NCRCP8355,SINONKOSI TRADING (PTY) LTD,,2015/116406/07,072 255 4991,,No 5 Steenbok Street Vryheid 3100,Vryheid,9/28/2016,Registered!
NCRCP8357,FUNANI BESE NILONDEKE FINANCIAL SERVICES (PTY) LTD,,2015/379080/07,031 301 2897,031 301 2897,"320 West Street 3rd Floor, Office No 303D Durban 4001",Durban,9/29/2016,Registered!
NCRCP8361,TIANKO INVESTMENTS (PTY) LTD,,2014/027427/07,084 089 6995,086 749 3434,31 Newquay Road Alberton 1449,Alberton,9/30/2016,Registered!
NCRCP21861,SKYMAXX SOLUTIONS (PTY) LTD,SKYLEND CAPITAL,2022/540459/07,081 784 7921,,5178 Lettoli Street Protea Glen 1819,Protea Glen,5/13/2025,Registered!
NCRCP21862,NAHEN (PTY) LTD,ZIBULA FINANCE,2024/845069/07,081 784 7921,,"Shop No 2, Emoyeni Center Margate Taxi Rank Margate, 1391","Margate,",5/13/2025,Registered!
NCRCP21863,SA WJ SECURITY SERVICES (PTY) LTD,,2024/305008/07,082 666 7676,,13 Gold Street Carletonville 2499,Carletonville,5/20/2025,Registered!
NCRCP21864,TFS FINANCE (PTY) LTD,,2024/001822/07,076 818 4458,,221 Zone 8 David Webster Street Seshego Polokwane 0699,Polokwane,5/29/2025,Registered!
NCRCP21865,SONDELA CREDIT (PTY) LTD,,2024/674437/07,083 609 7884,,814 Robin Road Shelly Beach Shelly Beach 4265,Shelly Beach,6/3/2025,Registered!
NCRCP21866,SONS AND DAUGHTERS INVESTMENTS (PTY) LTD,TSWELOPELE FINANCIAL SOLUTIONS,2024/521396/07,061 286 0796,,"Crown Mall, Shop 14 17 Naude Street Bethlehem 9701",Bethlehem,6/3/2025,Registered!
NCRCP21867,TEMNOTHOFIN (PTY) LTD,,2025/011634/07,011 568 5349,,20 Bester Street Nelspruit 1201,Nelspruit,6/3/2025,Registered!
NCRCP21868,QINA CASH SOLUTIONS (PTY) LTD,,2024/585660/07,081 412 7899,,5 Longacres Drive Kingsburgh Amanzimtoti 4126,Amanzimtoti,6/4/2025,Registered!
NCRCP21869,BOERUSA (PTY) LTD,,2025/074099/07,083 301 9090,,54 Baydunes Bob Bouwer Crescent Bayview Mossel Bay 6520,Mossel Bay,6/3/2025,Registered!
NCRCP21870,PRIME CAPITAL SOLUTIONS (PTY) LTD,,2025/006441/07,065 932 2236,,85 High Street Richmond 3780,Richmond,6/3/2025,Registered!
NCRCP8705,PSL HOLDINGS (PTY) LTD,,2016/146520/07,087 808 6358,,Rietfontein Farm Kokstad 4700,Kokstad,1/13/2017,Registered!
NCRCP8712,SA PRIMARY MEDICAL FINANCIAL CO-OPERATIVE LIMITED,MEDICOOP CFI,2015/014609/24,087 057 1427,086 416 8914,"Suite 201, 2nd Floor The Clock Tower Building Waterfront 8002",Waterfront,1/16/2017,Registered!
NCRCP8717,MALIMBUNE INVESTMENT AND PROJECTS (PTY) LTD,,2016/298736/07,082 392 6019,,House No 11831 Dobsonville Ext 4 DOBSONVILLE 1863,DOBSONVILLE,1/10/2017,Registered!
NCRCP8721,SIGNSOFT CORPORATION TRADING CC,,2008/215876/23,072 222 2228,086 519 4671,67 M Est Ext Manini Thohoyandou 0950,Thohoyandou,12/13/2016,Registered!
NCRCP8726,SHANGRI-LA FINANCE (PTY) LTD,ALFAFIN,2013/093743/07,018 297 0206,086 212 0281,James Maroke 55 Potchefstroom 2531,Potchefstroom,1/13/2017,Registered!
NCRCP8728,TYLINX (PTY) LTD,CASH CRUSADERS NEWTON PARK,2012/220099/07,021 462 1844,,298 Cape Road Newton Park Port Elizabeth 6045,Port Elizabeth,1/13/2017,Registered!
NCRCP8730,UNIGRAIN COMMODITIES (PTY) LTD,,1996/012583/07,011 692 4400,011 412 1183,1 Mercedes Road Aureus Randfontein 1759,Randfontein,1/11/2017,Registered!
NCRCP8732,UNIGRAIN (PTY) LTD,,1996/008579/07,011 278 2106,086 662 8719,1 Mercedes Road Aureus Randfontein Randfontein 1760,Randfontein,1/19/2017,Registered!
NCRCP8736,LONNGWE HOLDINGS (PTY) LTD,,2016/480722/07,015 962 0900,015 962 0900,Stand No. 239 Block J Thohoyandou 0950,Thohoyandou,1/19/2017,Registered!
NCRCP8738,HOPING CASH LOAN (PTY) LTD,,2016/474661/07,041 371 1519,,27 Church Street Villiers 9840,Villiers,1/19/2017,Registered!
NCRCP21901,DICOTRIX (PTY) LTD,,2020/263543/07,082 393 7976,,253 Longtill Zone C Namakgale Phalaborwa 1389,Phalaborwa,4/22/2025,Registered!
NCRCP21902,ERM CAPITAL (PTY) LTD,,2023/964792/07,082 427 0703,,694 Lekoa Street Klipfontein View Ext 1 Midrand. 1685,Midrand.,6/4/2025,Registered!
NCRCP21903,TREIVISS (PTY) LTD,,2025/193880/07,071 064 4764,,M23 Yendle Road KwaMashu 4360,KwaMashu,6/4/2025,Registered!
NCRCP21904,PEACEFUL FINANCES (PTY) LTD,,2024/585480/07,067 400 4649,,Hoffenthal Area P388 Road BERGVILLE 3350,BERGVILLE,6/10/2025,Registered!
NCRCP21905,MAKGOTHOMA FINANCIAL SERVICES (PTY) LTD,,2023/985779/07,083 699 8724,,57 Rhesus Street PIETERSBURG 0699,PIETERSBURG,6/9/2025,Registered!
NCRCP21906,MPINKULU (PTY) LTD,,2024/711863/07,060 387 8929,,473772 R603 Mkhize Road Adams Mission Amanzimtoti 4126,Amanzimtoti,6/6/2025,Registered!
NCRCP21907,APHESIS PROJECTS (PTY) LTD,,2016/192320/07,081 242 4178,,148 A Giyani 0826,Giyani,6/6/2025,Registered!
NCRCP21908,KPMV GROUP (PTY) LTD,,2024/383178/07,071 958 5122,,"Unit B411, 136 Johnston Street Sunnyside Pretoria 0002",Pretoria,6/10/2025,Registered!
NCRCP21909,SIPHE MICRO LOANS (PTY) LTD,,2023/550323/07,063 944 4767,,No 42B Longo Street KTC Nyanga Guguletu 7751,Guguletu,6/9/2025,Registered!
NCRCP21910,MAFULI TRADING AND PROJECTS (PTY) LTD,,2024/351958/07,082 835 5564,,Stand No 139 Xigalo Hlanganani MALAMULELE 0982,MALAMULELE,6/6/2025,Registered!
NCRCP9341,MAFUSI FRANCINA KHOLUOE TRAINING AND PROJECTS (PTY) LTD,,2016/466136/07,084 952 1414,,7825 Ext1 Khutsong Carletonville 2499,Carletonville,6/7/2017,Registered!
NCRCP9343,F AND I CORPORATION (PTY) LTD,,2016/103339/07,078 419 5604,,208 Bird Street Stellenbosch 7600,Stellenbosch,6/7/2017,Registered!
NCRCP935,OPENSCOR TWENTY TWO CC,PRIME MICRO LOANS,2000/013892/23,043 643 3866,043 642 3517,Sop 1Cathcart Street King William's Town 5601,King William's Town,6/12/2007,Registered!
NCRCP9351,QL CASH LOAN (PTY) LTD,QUICK LOAN,2017/043868/07,063 377 7777,,"Shop 4, Boxer Center Mbekweni PAARL 7620",PAARL,6/7/2017,Registered!
NCRCP9355,HUGO OTTO,CENTRAL CAPE CREDITS,N/A,044 693 1933,086 652 2457,84 Blombosch Melkhout Street Heiderand MOSSELBAAI 6506,MOSSELBAAI,6/5/2017,Registered!
NCRCP9361,NENE FINANCIAL SERVICES (PTY) LTD,,2016/370568/07,011 492 0072,,83 Tucker Street Jeppestown Johannesburg 2094,Johannesburg,6/7/2017,Registered!
NCRCP9364,KANG GAO TRADING (PTY) LTD,,2016/122433/07,071 370 6413,086 451 0157,"Shop 24, China Trading Square 60 Park Avenue East London 5201",East London,5/24/2017,Registered!
NCRCP9366,MOGAU FINANCIAL SERVICES (PTY) LTD,,2017/036245/07,015 516 3535,086 218 8712,House 811A Waterval LOUIS TRICHARDT (Makhado) 0960,LOUIS TRICHARDT (Makhado),6/13/2017,Registered!
NCRCP9369,SACCAWU NATIONAL PROVIDENT FUND,,12/8/31217/1,011 706 6123,,"193 Bryanston Drive The Braes , Moraine House Bryanston 2021",Bryanston,6/27/2017,Registered!
NCRCP9371,PROMPT ENTERPRISES (PTY) LTD,,2013/216725/07,079 523 7689,086 519 6472,0038 The Globe 4 Monroe Close Paramount Estates MORELETAPARK 0081,MORELETAPARK,6/27/2017,Registered!
NCRCP8739,HUTAL WINELANDS (PTY) LTD,CASH CONVERTERS WORCESTER,2016/430375/07,087 820 4060,,Value Centre 52 Stockenstrom Street Worcester 6849,Worcester,1/12/2017,Registered!
NCRCP8740,R M V VUREN CC,J P VAN VUREN MERCHANDISE,1998/060061/23,082 774 3992,,21 Goudkop Avenue Flamwood Klerksdorp 2571,Klerksdorp,1/18/2017,Registered!
NCRCP8755,AFRICAN FINANCE NETWORK (PTY) LTD,AFRICAN FINANCE NETWORK (PTY) LTD,2016/172760/07,072 486 1706,086 604 8493,30 Timber Street Office No 7 Pietermaritzburg 3201,Pietermaritzburg,1/26/2017,Registered!
NCRCP8759,SECHICHIS HOLDINGS (PTY) LTD,SECHICHIS CASH LOANS,2016/153433/07,084 804 4580,,2075 Izinyoka Street Diepsloot West Ext 7 Randburg 2125,Randburg,1/25/2017,Registered!
NCRCP8765,DITIKE FINANCE (PTY) LTD,,2014/286500/07,084 715 0071,086 692 3015,22 George White Place Lambton Gardens GERMISTON 1428,GERMISTON,1/24/2017,Registered!
NCRCP8780,QHALISILE TRADING (PTY) LTD,,2011/132226/07,053 444 1103,,1169 Seqoe Street Tikwana location Hoopstad 9479,Hoopstad,1/24/2017,Registered!
NCRCP8785,JM CASH ASSISTANCE ALIWAL NORTH (PTY) LTD,,2016/226611/07,056 811 2672,,1 Primrose Square Linton Grange PORT ELIZABETH 6070,PORT ELIZABETH,1/30/2017,Registered!
NCRCP8798,SECRAM TRADING 20 (PTY) LTD,CASH CRUSADERS SCHUBART STREET,2016/043471/07,011 465 7729,,Poyntons Building 116 Church Street and Schubart Street PRETORIA 0078,PRETORIA,1/30/2017,Registered!
NCRCP8804,MDALISU INVESTMENTS (PTY) LTD,,2014/158347/07,031 301 1564,086 724 8850,"Shop 2, Metlife Building 391 Anton Lembede Street Durban 4000",Durban,1/27/2017,Registered!
NCRCP8817,THERON JORDAAN AND SMIT BUSINESS ADMINISTRATORS CC,TJS BUSINESS ADMINISTRATORS,1999/032572/23,018 462 2703,018 462 1509,81 Buffeldoorn Road Flamwood Klerksdorp. 2572,Klerksdorp.,2/1/2017,Registered!
NCRCP8373,VCL MOBILE LOANS CC,,2005/099230/23,031 201 1349,086 534 1882,"Office 98, Davenport Square 89 Helen Joseph Road Glenwood Durban 4001",Durban,10/4/2016,Registered!
NCRCP8374,CAPRICORN CASH LOANS (PTY) LTD,,2016/098179/07,072 365 5512,,142 Glen Gardens Harris Road Eden Glen 1613,Eden Glen,10/6/2016,Registered!
NCRCP8375,DANS CASH LOANS (PTY) LTD,,2016/098131/07,083 391 4505,,"Shop B4, Shala'S Complex Stand No 384 BOCHUM 0790",BOCHUM,10/6/2016,Registered!
NCRCP8376,UNICORN CASH LOANS (PTY) LTD,,2016/098088/07,082 567 5944,,142 Glen Gardens Harris Road Eden Glen 1613,Eden Glen,10/6/2016,Registered!
NCRCP8377,MIDAS HOME COLLECTION TRADING CC,MZANSI CASH LOAN,2006/129036/23,013 794 4159,086 403 6403,Stand no 2434/21 KANYAMAZANE 1214,KANYAMAZANE,10/5/2016,Registered!
NCRCP8381,PAYABILL (PTY) LTD,,2016/013830/07,011 640 5910,,84 Greenlands Crescent Sunningdale Johannesburg 2000,Johannesburg,10/9/2016,Registered!
NCRCP839,SWE INVESTMENTS BK,J C L KROONSTAD,1996/042447/23,056 212 8586,,33 Oranje Street Lengau 9499,Lengau,7/14/2007,Registered!
NCRCP8390,CHADEKA CASH LOAN (PTY) LTD,,2015/229468/07,072 686 4110,,273 Hlabirwa Street Mahube Ext 2 Mamelodi East 0122,Mamelodi East,10/5/2016,Registered!
NCRCP8397,GOLDENROD LOAN SERVICE (PTY ) LTD,,2016/357054/07,086 100 0005,086 672 2508,11 Olen Avenue Potchefstroom 2531,Potchefstroom,10/17/2016,Registered!
NCRCP840,HAWEE FINANCIAL SERVICES (PTY) LTD,U.S.A. FINANCE,2005/010912/07,014 740 0015,,Joe Slovo Street Nylstroom Modimolle 0510,Modimolle,7/18/2007,Registered!
NCRCP8826,MAVA CASH LOANS (PTY) LTD,,2014/226315/07,073 594 6464,,Lilitha Campus Room No11 STERKSPRUIT 9762,STERKSPRUIT,1/31/2017,Registered!
NCRCP8831,AHUNADZHENUWO (PTY) LTD,,2014/144897/07,083 208 2154,,103 Gedion-Shcheeper Street Vereeniging 1939,Vereeniging,2/7/2017,Registered!
NCRCP8832,BETHEL HOLDINGS GROUP (PTY) LTD,BETHEL FINANCE,2016/009212/07,074 216 2813,086 573 0694,13 Sipres Street Arbour Park NEWCASTLE 2940,NEWCASTLE,2/8/2017,Registered!
NCRCP884,EPACHA CC,IMPACT FINANCIAL SOLUTIONS,2006/198209/23,  ,,Cnr Maxambele (Adriaans Avenue Kwanonqaba Mossel Bay 6500,Mossel Bay,8/23/2007,Registered!
NCRCP8848,PAUL DOUGLAS BISHOP,IMLI,N/A,083 653 8898,,1 Gazelle Road 150 Barrington Estate BALLITO 4420,BALLITO,2/6/2017,Registered!
NCRCP8857,MZIYONKE PROJECTS AND SERVICES (PTY) LTD,,2016/397329/07,076 215 2341,,993 Umbaba Street Ext 5 Ponong Vosloorus 1475,Vosloorus,2/10/2017,Registered!
NCRCP8859,GLORIA MALINDA HOLDINGS (PTY) LTD,,2016/456198/07,072 111 0438,,Thohoyandou Unite E Thohoyanou Thohoyandou 0950,Thohoyandou,2/10/2017,Registered!
NCRCP8861,ANCHOR PRIVATE CLIENTS (PTY) LTD,,2013/237056/07,011 591 0611,086 571 4054,25 Culcross Road Bryanston 2021,Bryanston,2/13/2017,Registered!
NCRCP8867,ILLOVO SUGAR (SOUTH AFRICA) (PTY) LTD,,1915/000879/07,031 508 4341,,1 Nokwe Avenue Ridgeside Umhlanga Rocks Durban 4000,Durban,2/9/2017,Registered!
NCRCP8879,MASAIT GENERAL TRADING (PTY) LTD,,2013/142333/07,015 516 3672,015 516 3672,30 Erasmus Street Vleissentral Building Office 6 Louis Trichardt (Makhado) 0920,Louis Trichardt (Makhado),2/7/2017,Registered!
NCRCP21911,NIKAYENA TRADING (PTY) LTD,,2025/135646/07,076 185 1462,,Stand No 90 Luphisa Trust 1217,Luphisa Trust,6/3/2025,Registered!
NCRCP21912,BLUE CAPITAL FINANCE (PTY) LTD,,2023/664760/07,081 353 4331,,674 Kipling Street Roodepoort 1724,Roodepoort,5/29/2025,Registered!
NCRCP21913,MASHORE FINANCIAL SERVICES (PTY) LTD,,2025/051602/07,081 596 2567,,461B Pride of India The Ress Centurion. 0158,Centurion.,5/26/2025,Registered!
NCRCP21914,GCABAN LOAN SHARK (PTY) LTD,GCABA LOANS,2023/590851/07,078 850 4688,,Mthwalume Tribal Authority Mtwalume 4186,Mtwalume,5/6/2025,Registered!
NCRCP21915,HAND OF GRACE LOANS (PTY) LTD,,2022/655088/07,073 314 1144,,23 Anthony Street Odendaalsrus 9480,Odendaalsrus,6/2/2025,Registered!
NCRCP21916,JOSE BROKER (PTY) LTD,,2025/018851/07,015 001 1820,,"100 Market Street 1st Floor, Ami Bava Square Polokwane (Pietersburg) 0700",Polokwane (Pietersburg),6/1/2025,Registered!
NCRCP21917,MIMSCHACH FINANCIAL SERVICES AND MICRO LENDING (PTY) LTD,,2025/142445/07,087 550 1823,,Portion 1 Farm Houtbosch Matloding Area MAFIKENG 2745,MAFIKENG,6/2/2025,Registered!
NCRCP21918,LUMI FINANCIAL SERVICES (PTY) LTD,,2025/103612/07,087 550 1823,,105 Mooi Avenue Kriel 2271,Kriel,6/4/2025,Registered!
NCRCP21919,M AND M BROKER FUND (PTY) LTD,,2024/744240/07,063 009 3161,,10983 Street Tokoza 1426,Tokoza,6/10/2025,Registered!
NCRCP21920,KUKHANYA KWAMI EQUITY MANAGEMENT (PTY) LTD,KUKHANYA KWAMI CREDIT SOLUTIONS,2024/048403/07,011 568 5349,,30 Cherrywood Circle Mkamba Gardens Lincoln Meade Pietermaritzburg 3201,Pietermaritzburg,6/10/2025,Registered!
NCRCP938,SCANIA FINANCE SOUTHERN AFRICA (PTY) LTD,,2000/025215/07,087 286 6762,011 494 5568,18 O' Connor Road Aeroton Johannesburg 2190,Johannesburg,7/19/2007,Registered!
NCRCP9386,YELLOW FIN (PTY) LTD,,2015/160460/07,031 705 2247,031 705 1918,3 Petersen Place Westmead 3608,Westmead,6/27/2017,Registered!
NCRCP9387,LELEFA HOLDINGS (PTY) LTD,TEBELLO CASH LOANS,2016/353050/07,078 383 8435,,409 Gavon Mbeki North End Port Elizabeth 6001,Port Elizabeth,6/23/2017,Registered!
NCRCP9403,CALLEB HC TRADING (PTY) LTD,,2016/208131/07,078 342 4280,086 243 7418,Stand No.190 Bushbuckridge Acornhoek 1360,Acornhoek,6/29/2017,Registered!
NCRCP9409,GUAN CASH LOANS SWARTRUGGENS (PTY) LTD,,2016/150596/07,073 072 0262,,6 Allette Street Swartruggens 2835,Swartruggens,5/22/2017,Registered!
NCRCP9410,ZHANG CASH LOANS POSTMASBURG (PTY) LTD,,2016/217947/07,056 931 0709,056 931 0709,Torette Geboue Hoof 46 Postmasburg 8420,Postmasburg,5/22/2017,Registered!
NCRCP9412,ZHANG CASH LOANS KURUMAN (PTY) LTD,,2016/364339/07,056 931 0709,056 931 0709,4 Acasia Street Shop 7 Kuruman 8460,Kuruman,5/22/2017,Registered!
NCRCP9414,ZHANG CASH LOANS PRIESKA (PTY) LTD,,2016/150562/07,056 931 0709,056 122 5788,2 Van Riebeeck Avenue Erf 3408 Prieska 8940,Prieska,5/22/2017,Registered!
NCRCP9416,ZHANG CASH LOANS BOSHOFF (PTY) LTD,,2016/298539/07,056 811 2672,086 512 2077,42 Jacobs Streeet Boshoff 8340,Boshoff,5/22/2017,Registered!
NCRCP9418,COLLECT A DEBT (PTY) LTD,COLLECT A DEBT-DEBT RECOVERY & TRACING SOLUTIONS,2016/386097/07,041 373 3000,041 373 2593,169 Cape Road Mill Park Port Elizabeth 6001,Port Elizabeth,7/4/2017,Registered!
NCRCP8405,HENQUE 4249 CC,CASH CRUSADERS DAVENPORT.,2001/045813/23,083 301 4021,,89 Davenport Road Glenwood Durban North 4051,Durban North,10/21/2016,Registered!
NCRCP8406,MAJORKEY CAPITAL (PTY) LTD,,2016/135017/07,011 892 0330,086 508 4770,15th Avenue Boksburg North Boksburg 1459,Boksburg,10/21/2016,Registered!
NCRCP8408,MHLENGI FINANCIAL SERVICES CC,,2004/099475/23,031 301 2547,086 215 8584,1207 Salmon Grove Chambers 407 Anton Lembede (Smith) Street Durban 4001,Durban,10/18/2016,Registered!
NCRCP8417,RAMCHAND SEWPERSAD & SAHIL SEWPERSAD,CITY ASSET FINANCE,N/A,031 561 1522,031 561 1522,44 Marine Drive Umhlanga Rocks 4320,Umhlanga Rocks,10/18/2016,Registered!
NCRCP8419,FLAVA SOLUTIONS 2 (PTY) LTD,,2015/338655/07,079 506 9340,,15 Villa Street Clydesdale Pretoria 0002,Pretoria,10/25/2016,Registered!
NCRCP842,MALESEDI CASH LOANS & COMMUNICATION CC,,2005/057107/23,083 763 7679,,Nigel Taxi Rank NIGEL 1491,NIGEL,7/27/2007,Registered!
NCRCP8424,TONGXING GAO TRADING ENTERPRISE (PTY) LTD,,2015/280059/07,044 693 0916,,175 Adrians Rylaan Asla Park Mossel Bay 6500,Mossel Bay,10/25/2016,Registered!
NCRCP8425,PETRUS HERODUS HILLEBRAND BADENHORST,,N/A,051 436 0886,086 555 5849,15 Groenvlei Avenue Groenvlei BLOEMFONTEIN 9332,BLOEMFONTEIN,10/25/2016,Registered!
NCRCP8429,RIX PAWN SHOP CC,,2010/137899/23,015 293 0131,015 293 0130,No 9 Witklip Street Ladanna Polokwane 0699,Polokwane,10/25/2016,Registered!
NCRCP843,PETTY CASH LOANS CC,,2001/043264/23,011 763 7611,,321 Ontdekkers Road Ontdekkers Park Roodepoort 1709,Roodepoort,8/6/2007,Registered!
NCRCP8890,PETRUS PAULUS VAN DER WALT,FINRITE,N/A,049 842 1039,049 842 1039,19 Meintjies Street Middelburg 5900,Middelburg,2/22/2017,Registered!
NCRCP8893,UD FURNITURE (PTY) LTD,,2016/013404/07,042 243 0129,086 726 9752,9326-1 Section 3 Madadeni MADADENI 2951,MADADENI,2/17/2017,Registered!
NCRCP8894,GA LE BOE FELA FINANCIAL SERVICE CENTRE (PTY) LTD,,2015/318591/07,081 854 6037,,110 Zone P Lebowakgomo Lebowakgomo 0737,Lebowakgomo,2/22/2017,Registered!
NCRCP8895,HOUSING INVESTMENT PARTNERS TRUST NUMBER 3,,IT 000064/2015(G),010 594 7777,010 594 7826,Block E 204 Rivonia Road Mornigside Sandton 2196,Sandton,2/20/2017,Registered!
NCRCP8911,JIN LI DA TRADING (PTY) LTD,KINGS CASH LOAN,2016/540184/07,011 791 2349,086 451 0157,97 President Reitz Avenue Bloemfontein 9300,Bloemfontein,2/24/2017,Registered!
NCRCP8919,CEDE CAPITAL (PTY) LTD,,2015/445431/07,012 991 3843,,Unit 7 Block 5 Boardwalk Office Park Boardwalk Boulevard Faene Glen Pretoria 0081,Pretoria,3/1/2017,Registered!
NCRCP8929,RIMAMUSILU GENERAL TRADING (PTY) LTD,RAMUNE CLUB,2016/438349/07,072 366 8441,086 476 5114,Stand No: 9 Ngulumbi Village Thohoyandou 0950,Thohoyandou,2/27/2017,Registered!
NCRCP893,MAWANE FINANCIAL SERVICES AND CONSTRUCTION CC,,2003/063407/23,015 491 4056,,43 Van Riebeeck Steet Mokopane 0601,Mokopane,5/18/2007,Registered!
NCRCP8931,SPOORSTR 25 CASH LOANS CC,,2005/096771/23,018 683 0770,,25 Spoor Street Sannieshof 2760,Sannieshof,2/28/2017,Registered!
NCRCP8933,TSHEMONG GENERAL TRADING (PTY) LTD,,2016/284624/07,015 297 0693,,120 General Joubert Street Polokwane 0699,Polokwane,3/2/2017,Registered!
NCRCP21921,AISHLEEN (PTY) LTD,,2024/493603/07,082 480 6305,,47A Family Unit Barberton 1300,Barberton,6/4/2025,Registered!
NCRCP21922,JAN L JORDAAN BRIDGING (PTY) LTD,,2025/121190/07,011 748 4500,,1 Foster Rynfield BENONI 1501,BENONI,6/12/2025,Registered!
NCRCP21923,CLOUD MONEY (PTY) LTD,,2025/244324/07,087 550 1823,,108 Admiralty Way Summerstrand Port Elizabeth 6001,Port Elizabeth,6/11/2025,Registered!
NCRCP21924,NOTHISA PROJECTS (PTY) LTD,,2024/669401/07,079 513 7497,,38 12th Avenue Burgersdorp LICHTENBURG 2740,LICHTENBURG,11/6/2025,Registered!
NCRCP21925,PHAWU FINANCE LOANS (PTY) LTD,,2022/548097/07,072 661 9462,,D1349 Mbiya Crescent Ulundi 3838,Ulundi,5/22/2025,Registered!
NCRCP21926,I AM AN ENTREPRENEUR FINANCE (PTY) LTD,,2024/241650/07,083 772 5114,,4 Brian Street Block D Coachmans Crossing Office Park Lyme Park Bryanston Johannesburg 2191,Johannesburg,5/30/2025,Registered!
NCRCP21927,VUKA FINANCE (PTY) LTD,,2025/164480/07,087 550 1823,,814 Robin Road Shelly Beach 4265,Shelly Beach,5/30/2025,Registered!
NCRCP21928,OSINDILE SUPPLIES (PTY) LTD,,2024/196351/07,079 824 0582,,25 Bruckner Street Kimberley 8309,Kimberley,6/5/2025,Registered!
NCRCP21929,NONTABISO PROJECTS (PTY) LTD,NONTABISO CASH LOANS,2020/835779/07,071 282 9237,,Top Garage Area Nongoma 3950,Nongoma,6/9/2025,Registered!
NCRCP21930,R AND D FINANCIAL SOLUTIONS (PTY) LTD,,2024/495233/07,051 400 4023,,60B Gladsone Road Bayswater Bloemfontein 9300,Bloemfontein,6/6/2025,Registered!
NCRCP8431,KANK FINANCIAL SERVICES (PTY) LTD,KANK,2013/223919/07,031 301 3852,031 301 3899,7 Geraghty Road Montclair Durban 4004,Durban,10/25/2016,Registered!
NCRCP8433,GUIYIN TRADING (PTY) LTD,,2016/302418/07,057 353 2963,086 682 6365,27 Van Niekerk Street HERTZOGVILLE 9482,HERTZOGVILLE,10/25/2016,Registered!
NCRCP8434,PEOPLE'S CASH LOAN AND TRADING (PTY) LTD,,2013/007989/07,079 940 3651,,67 Hillshaven Court 10 Beverly Drive Hillshaven Westonaria 1779,Westonaria,10/20/2016,Registered!
NCRCP8448,F AND S CASH LOANS (PTY) LTD,,2013/018496/07,082 377 1828,,Plot 2 Eastford Downs Knysna 6570,Knysna,11/1/2016,Registered!
NCRCP8456,THIVHULAWI IRENE NEMUTUDI,,N/A,071 589 4810,,Stand no.4351 Mukumbani Village Thohoyandou 0950,Thohoyandou,11/3/2016,Registered!
NCRCP8465,THE PLATINUM LOAN (PTY) LTD,"PLATINUM LOANS, PLATINUM CASH LOANS, THE PLATINUM LOAN",2016/047792/07,076 611 1056,,17 Sugarbird Avenue RUSTENBURG 0299,RUSTENBURG,11/2/2016,Registered!
NCRCP8479,TEENIKLA CASH LOANS (PTY) LTD,,2013/104499/07,079 192 5550,,Stand no 344 Zaaiplaas Newstands SEHLAKWANE 1047,SEHLAKWANE,11/9/2016,Registered!
NCRCP8489,XI WANG CASH LOAN (PTY) LTD,,2016/387932/07,041 371 1519,041 3711519,Shop 11 Corner John Ross And Inyathi Roads Bus And Taxi City Mtubatuba 3935,Mtubatuba,11/4/2016,Registered!
NCRCP8494,LOUHEN KONSULTANTE (BLOEMHOF 1) CC,,1997/018709/23,053 433 1880,053 433 1880,28 Kerk Street Bloemhof 2660,Bloemhof,11/10/2016,Registered!
NCRCP8495,J M FOUCHEE INVESTMENTS CC,,1997/052787/23,016 423 5012,086 729 7979,1096 Reggata Road Henley On Klip MEYERTON 1962,MEYERTON,11/1/2016,Registered!
NCRCP9420,NOKUTHULOKUHLE CASH LOAN (PTY) LTD,,2017/063681/07,013 257 0663,,First Avenue Stand No 58 WATERVAL-BOVEN 1195,WATERVAL-BOVEN,6/28/2017,Registered!
NCRCP9422,EASY 4 U CASH LOAN (PTY) LTD,,2017/132313/07,074 223 0959,,No 123 Motetema GROBLERSDAL 0473,GROBLERSDAL,7/4/2017,Registered!
NCRCP9424,FAIRVEST PROPERTY HOLDINGS LIMITED,,1998/005011/06,021 276 0800,,"8th Floor, The Terraces 34 Bree Street Cape Town 8001",Cape Town,6/30/2017,Registered!
NCRCP943,BCRP MUSIC (PTY) LTD,CAPITAL MUSIC,1993/002460/07,033 391 4326,033 391 0419,94 Chief Albert Luthuli Street (Ex Commercial Stre (Ex Commercial Street) Pietermaritzburg 3201,Pietermaritzburg,9/5/2007,Registered!
