NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP1741,QUIVER TRAINING TY (PTY) LTD,DAMELIN KLERKSDORP,1998/003012/07,018 468 7147,018 468 8195,56 Williams Street Wilkoppies Klerksdorp 2571,Klerksdorp,,
NCRCP1742,MAGGIES BROKERS CC,,1998/044239/23,045 838 3685,045 838 4793,5 Joubert Street Queenstown Queenstown 5320,Queenstown,,
NCRCP1746,OK BARAARS VENDA LTD,OK FURNITURE,N/A,011 456 7265,011 456 7121,Meadowdale Mall 1 Brickfield Road Edenvale 1609,Edenvale,,
NCRCP17461,HORISON LOANS (PTY) LTD,,2022/723041/07,021 946 2271,,"5 Gert Kotze Street Springbok Park Cape Town, 7560","Cape Town,",,
NCRCP17462,ALISOM GROUP (PTY) LTD,,2010/008636/07,012 072 0101,,17 Impala Avenue Doringkloof Centurion 0157,Centurion,,
NCRCP175,MINERVA TRADING CC,111 CASH LOANS,1995/056260/23,031 301 0756,031 301 6985,"Shop 35,Umdoni Centre 28 Crompton Street Pinetown 3610",Pinetown,,
NCRCP17501,THE GRADUATE INSTITUTE OF SOUTH AFRICA (PTY) LTD,,2013/028147/07,087 723 0043,,133 Marshall Street Marshaltown Johannesburg. 2107,Johannesburg.,,
NCRCP18409,THOBILANGA CASH SOLUTIONS (PTY) LTD,,2023/938164/07,079 057 5836,,14 Normandy 119 Wood Road Montclair Durban 4004,Durban,,
NCRCP1841,C PLAN TELEVISION & RADIO (PTY) LTD,,1972/006032/07,011 615 7920,011 622 4400,276 Louis Botha Avenue ORANGE GROVE 2192,ORANGE GROVE,,
NCRCP18410,AFRIWEALTH TECHNOLOGY (PTY) LTD,AFRIWEALTH,2023/950722/07,071 844 5445,,46 Cleator Street Hazelpark Germiston 1401,Germiston,,
NCRCP1842,MALVERN CYCLE & FURNITURE CO. (PTY) LTD,"C PLAN CENTRE, C PLAN FURNITURES",1965/003984/07,011 615 7920,,623 Jules Street MALVERN 2094,MALVERN,,
NCRCP1845,KESTREL FINANCIAL SOLUTIONS (PTY) LTD,,1995/009819/07,012 685 5200,012 665 5685,Building 2 Sanwood Park 379 Queen Crescent Lynwood Pretoria 0102,Pretoria,,
NCRCP18461,HLALELA TOMBSTONES AND TRADING ENTERPRISE (PTY) LTD,,2018/299207/07,073 330 8842,,Stand No 95 Xikukwani Village Giyani 0826,Giyani,,
NCRCP18470,MONEY PROBLEM SOLVED (PTY) LTD,,2022/796311/07,060 654 1387,,98 Coronation Road Pioneer Park Newcastle 2940,Newcastle,,
NCRCP185,AF CONSULTANTS (PTY) LTD,AF CONSULTANTS,2004/005562/07,012 323 5062,012 323 0631,Karl Kling Building 260 Vermeulen Street Tshwane 0001,Tshwane,,
NCRCP1851,SARMIC FINANSIELE DIENSTE CC,FINCOR,2001/003324/23,017 819 3190,017 819 3190,18c Joubert Street Conquerer Building Ermelo 2350,Ermelo,,
NCRCP1859,ENTREPRENEUR EQUITY INVESTMENTS FUND (PTY) LTD,,2007/007385/07,043 700 0000,043 700 0100,Berea Terrace Office Park 3 Berea Terrace Berea EAST LONDON 5201,EAST LONDON,,
NCRCP2437,LUKAS MARTHINUS GRESSE,COSMOS PAWNSHOP,N/A,018 462 7605,018 464 2591,18 Anderon Street Klerksdorp 2570,Klerksdorp,,
NCRCP2438,GUMBA FINANCE CC,,1997/007937/23,021 592 5664,021 930 7627,217 Voortrekker Road GOODWOOD 7460,GOODWOOD,,
NCRCP2440,CLIENTELE LIFE ASSURANCE COMPANY LIMITED,,1973/016606/06,011 320 3038,011 320 3133,Morning View Office Park Cnr Rivonia & Alon Roads Morningside JOHANNESBURG 2196,JOHANNESBURG,,
NCRCP2446,EASTERN BLUE INVESTMENTS 186 BK,FAST CASH FINANCIAL SERVICES,2002/101227/23,014 597 4467,014 597 0711,Portion 11 Main Road Rooikoppies Farm Marikana 0284,Marikana,,
NCRCP2448,NATIONAL STUD STOCK AUCTIONEERS (PTY) LTD,VLEISSENTRAAL ERMELO,1992/003143/07,017 819 1106,017 811 4466,12 Joubert Street Ermelo 2350,Ermelo,,
NCRCP2449,HENTIQ 2004 (PTY) LTD,VLEISSENTRAAL BLOEMFONTEIN,1999/023878/07,051 451 1439,051 451 1883,Cnr Abrahamskraal & Kimberley Road Bain'S Vlei 9338,Bain'S Vlei,,
NCRCP245,MASIGO CASH LOANS CC,,2003/023958/23,012 657 0341,012 657 0341,54A Hibiscus Close Thatch Fields The Reeds Centurion 0157,Centurion,,
NCRCP2450,MONTY WHEELER,,N/A,012 379 9930,012 3799 980,454 KARELTRICHARDT LAAN MOUNTAINVIEW Pretoria 0082,Pretoria,,
NCRCP2453,GERPARK MOTORS (EDMS) BPK,,1968/003723/07,017 824 1000,017 824 1077,11 De Wet Street Piet Retief 2380,Piet Retief,,
NCRCP2454,D EN AG FOURIE (PTY) LTD,"CASH FOR CASH, LETHABO FINANCIAL SERVICES, CITY FINANCIAL SERVICES, TLAYANG FINANCIAL SERVICES",2018/101794/07,014 597 4467,014 597 0711,Shop 18 Midtown Mall Berg Street Rustenburg 0300,Rustenburg,,
NCRCP17543,A4 FINANCIAL SOLUTION (PTY) LTD,,2022/284155/07,072 232 2041,,Stand No 20123 Matidza Village Nzhelele 0993,Nzhelele,,
NCRCP1755,T W SMITH AND CO (PTY) LTD,DAMELIN KRUGERSDORP,1997/021121/07,021 790 5225,,Damelin Centre 17 Clew Street Krugersdorp 1739,Krugersdorp,,
NCRCP1756,WINTER BREEZE TRADING 34 (PTY) LTD,ORANGE CASH LOANS,2005/003059/07,012 259 1143,086 695 1319,8 Iris Street Kanonkop Middelburg 1050,Middelburg,,
NCRCP1757,RUSTENBERG WINES (PTY) LTD,,1965/005701/07,021 809 1200,021 809 1219,Off Rustenburg Road Idas Valley Stellenbosch 7600,Stellenbosch,,
NCRCP17574,BLACKSTONE ASSET ASSISTANCE (PTY) LTD,,2019/625833/07,021 213 1229,,Unit B7 Brackenfell Business Park Brackenfell 7561,Brackenfell,,
NCRCP176,BEBOB WADEVILLE CC,,2001/017417/23,011 824 0149,011 955 2367,1 Manchester Road Wadeville 1422,Wadeville,,
NCRCP17615,MILSOM ENTERPRISES CC,,2011/055394/23,073 612 0512,,37 24th Street Menlopark MORELETAPARK 0081,MORELETAPARK,,
NCRCP1762,SUPPORT EMPOWER BRIDGE RECONSTRUCT ACCOUNT (PTY) LTD,SEBRA,2001/020014/07,012 658 0176,011 673 0908,93 Henry Street BLOEMFONTEIN 9301,BLOEMFONTEIN,,
NCRCP17621,UPHEPHE FINANCIAL CONSULTANCY (PTY) LTD,,2023/539584/07,011 334 0516,,Flat 0161 Atkson House 28 Ellof Street Johannesburg 2001,Johannesburg,,
NCRCP17634,ORIENTAL EXPRESS TRADING (PTY) LTD,,2020/474744/07,084 043 5677,,122 Oudehuis Centre 122 Main Road Somerset West 7130,Somerset West,,
NCRCP18613,NICOLETTE LOUISE KENNEDY,,N/A,083 453 9778,,14 Colleen Road Morningside Sandton 2196,Sandton,,
NCRCP1862,ROCCO STRACHAN,DOUGLAS DIENSTE,N/A,053 203 0415,053 2030 415,Arnot Street DOUGLAS 8730,DOUGLAS,,
NCRCP18648,PAYLIE FINANCIAL SERVICES (PTY) LTD,,2023/916307/07,063 684 1773,,"62 Elandsfontein Westonaria, 1775","Westonaria,",,
NCRCP1866,BASFOUR 686 (PTY) LTD,C PLAN CELL SOUND & TV,1999/001683/07,011 615 7920,011 622 4400,67/69 Voortrekker Street Alberton 1449,Alberton,,
NCRCP1871,MARSEL FURNISHERS (PTY) LTD,C PLAN CENTRAL FURNISHERS,1957/002043/07,011 660 1620,011 622 4400,30 Ockerse Street Krugersdorp 1740,Krugersdorp,,
NCRCP18771,LEADFUND DEBTOR SOLUTIONS (PTY) LTD,,2020/631886/07,010 449 3350,,Bryanston Ridge Office Park 13 Bruton Road Bryanston 2021,Bryanston,,
NCRCP18784,SOLOMON CREDIT SOLUTIONS (PTY) LTD,,2023/751150/07,084 516 2270,,1 Bowker Road Queensburgh Durban 4093,Durban,,
NCRCP1879,SOCIETY LOANS CC,,2006/150169/23,011 972 8834,011 391 6615,325 Pongola River Drive Norkem Park Kempton Park 1618,Kempton Park,,
NCRCP1880,THE PEOPLE'S REAL DEAL FURNITURE AND APPLIANCES CC,,2006/146184/23,021 982 7926,086 696 3318,27 Rooikranz Street Ruwari BRACKENFELL 7560,BRACKENFELL,,
NCRCP18804,REMNANTCAPITAL (PTY) LTD,REMNANT BITCOIN NATIVE SOLUTIONS,2022/829302/07,084 235 8596,,217 18th Avenue Deerness Pretoria 0186,Pretoria,,
NCRCP2455,GW BEKKER TRADERS CC,LICHTENBURG MOTORS,2003/064237/23,018 632 1291,018 632 0821,12 Thabo Mbeki Drive Lichtenburg 2740,Lichtenburg,,
NCRCP2464,KRUGEL HEINSEN INC,,2001/001786/21,013 653 6400,013 653 6401,"Proffice Building, Route N4, Business Park 23 Corridor Crescent Witbank 1035",Witbank,,
NCRCP2467,MILNEX 25 CC,FIVE STAR CASH LOAN,2003/095889/23,034 212 1129,034 218 1346,9 Newcastle Road Dannhauser 3080,Dannhauser,,
NCRCP247,CHEG TRADING 15 (PTY) LTD,KOPANANG FINANCIAL SERVICES,2000/023312/07,016 423 7575,086 518 5988,11 Cormorat Drive Three Rivers East Vereeniging 1930,Vereeniging,,
NCRCP2483,CMS CAPITAL (PTY) LTD,,1998/021205/07,011 713 8527,011 276 8420,"9th Floor, Rennie House Building 19 Ameshoff Street Braamfontein 2001",Braamfontein,,
NCRCP2491,AVBOB MUTUAL ASSURANCE SOCIETY,AVBOB,N/A,012 303 1260,012 323 4461,368 Madiba Street Pretoria 0002,Pretoria,,
NCRCP2495,FINANCE SA (PTY) LTD,,2007/003826/07,011 523 4000,011 523 4108,"Block D, Sandhurst Office Park, Cnr Catherine & Rivonia Roads Sandton 2196",Sandton,,
NCRCP25,GRINDROD BANK LIMITED,,1994/007994/06,031 333 6601,031 571 0505,5 Arundel Close Kingsmead Office Park Durban 4001,Durban,,
NCRCP2504,AE WYNGAARD CC,CASH CONVERTERS OBSERVATORY,2004/041319/23,021 374 4793,021 374 4726,"176,4th Avenue GRASSY PARK 7941",GRASSY PARK,,
NCRCP2510,AMALGUM INVESTMENTS 123 (PTY) LTD,,2007/015662/07,011 326 0060,086 617 9590,"Office 8, 280 Kent Avenue Johannesburg 2195",Johannesburg,,
NCRCP1478,JASTIRO FINANCE CC,"ATLAS FINANCE , MAKULU FINANCE",2002/051257/23,011 833 1900,086 683 1096,"CCMA House, 7th Floor Cnr Loveday & Fox Streets Johannesburg 2001",Johannesburg,,
NCRCP148,MONTUNA CC,MONEY MANAGERS,1997/035597/23,021 930 0900,021 930 0930,Unit 3 Prima Park 48 King Edward Street PAROW 7500,PAROW,,
NCRCP14800,K2020186428 (SOUTH AFRICA) (PTY) LTD,KAROO FLASH CASH,2020/186427/07,042 273 2333,042 273 2333,3 Restall Avenue Mosel Uitenhage 6229,Uitenhage,,
NCRCP1481,BLUE GRANITE INVESTMENTS NO.3 (RF) LTD,,2006/020842/06,011 721 8288,086 510 9208,"4th Floor, Entrance 3 Simmonds Street JOHANNESBURG 2000",JOHANNESBURG,,
NCRCP1482,ACCELERATOR FUND 1 (PTY) LTD,,2005/015591/07,011 636 1508,086 510 9208,5 Simmonds Street Johannesburg 2001,Johannesburg,,
NCRCP1483,ACCELERATOR FUND 2 (PTY) LTD,,2006/015444/07,011 636 1508,086 510 9208,"Standard Bank Centre 9th Floor, Recption 3 5 Simmonds Street Johannesburg 2001",Johannesburg,,
NCRCP1484,GREENVILLE TRADING 7 (PTY) LTD,PLATINUM CASH ADVANCE,2018/094747/07,014 597 4467,014 597 0711,Shop 2 Old Mutual Building 50 Steen Street RUSTENBURG 0299,RUSTENBURG,,
NCRCP14845,F-WISE CAPITAL (PTY) LTD,,2011/002473/07,011 787 3666,,292 Surrey Avenue Ferndale Randburg 2125,Randburg,,
NCRCP14859,PRIVATE SECTOR EMPLOYEES OWNED LEND (PTY) LTD,,2021/576297/07,021 300 0970,,Unit 7 Seaboard House 235 Blaauwberg Road Table View Cape Town 8001,Cape Town,,
NCRCP1487,ARROWTRADE 47 (PTY) LTD,CASH CONVERTERS - BEREA,2001/007160/07,031 201 6621/2,031 201 6624,"Shops L2,3,4 Berea Centre Berea Road Durban 4001",Durban,,
NCRCP17638,KASIVEST (PTY) LTD,,2020/043171/07,011 465 8626,,3 Devonshire Avenue Bryanston. 2191,Bryanston.,,
NCRCP1765,TORTOSA FINANCIAL ENTERPRISES (PTY) LTD,"BIG TIME FINANCIAL SERVICES, LE-MAR FINANCIAL SERVICES, JONI FINANCIAL SERVICES, TSENA FINANCIAL SERVICES, SIMUNYE 3 FINANCIAL SERVICES, VANCO FINANCIAL SERVICES",1997/22413/07,011 362 5360,011 362 1210,"Shop 34 - 36, Palm Springs Shopping Centre 5th Avenue Springs 1560",Springs,,
NCRCP17657,CHASE CAPITAL (PTY) LTD,,2022/784946/07,060 634 1666,,Cnr Bergvlei & Stellenberg Roads Wadeville Germiston 1422,Germiston,,
NCRCP17670,MEHLOLING (PTY) LTD,,2019/560403/07,083 400 3589,,4 kings A Regent Road Bedfordgardens Bedfordview 2007,Bedfordview,,
NCRCP1770,STEFAN MALHERBE,DIE HUISVRIEND VILLIERSDORP,N/A,023 342 8365,023 342 8365,7 Caledon Laan Worcester West 6862,Worcester West,,
NCRCP17726,BEST-KRUG SACO (PTY) LTD,,2021/142286/07,082 828 4591,,46 Tulbach Road Pomona KEMPTON PARK 1619,KEMPTON PARK,,
NCRCP1773,BCI FINANCE CC,,2000/031799/23,057 352 2010,057 352 8184,10 Elizabeth Street Welkom 9460,Welkom,,
NCRCP17756,ANTONY BUSINESS ENTERPRISE (PTY) LTD,,2022/540634/07,068 333 2262,,House No 40697D Taung Section Kopela Village Delareyville 2770,Delareyville,,
NCRCP1779,ECONOCOM 642 CC,,2002/100863/23,  ,086 543 7214,119 11th Street Parkmore 2196,Parkmore,,
NCRCP17795,BILHEN AND DAVIS FINANCE (PTY) LTD,,2022/620590/07,082 845 8302,,6 Coert Steynberg Street Van Eck Park Ext 2 BRAKPAN 1541,BRAKPAN,,
NCRCP1881,DEALFLOW LEASING CC,,2007/129076/23,  ,086 600 3585,40 Tamboti Lane Cornelius Street Weltevredenpark 1715,Weltevredenpark,,
NCRCP1884,C PLAN GERMISTON (PTY) LTD,BAKERS C PLAN,1976/003475/07,011 825 1914,011 622 4400,63 Odendaal Street Germiston 1401,Germiston,,
NCRCP18853,MAMALOGE HOLDINGS (PTY) LTD,,2017/417760/07,072 322 9466,,18181 The Ridge Sagittarius Avenue WITBANK 1040,WITBANK,,
NCRCP1887,THE H. L. HALL AND SONS SHARE TRUST,,IT 10834/05,013 753 5710,013 753 5799,Mataffin Farm Mataffin 1205,Mataffin,,
NCRCP18895,BILLIONAIRES FINANCIAL SERVICES (PTY) LTD,,2019/009914/07,071 771 1441,,"House No 518 Zone E, Namakgale Phalaborwa, 1391","Phalaborwa,",,
NCRCP18941,POP ELEMENT CASH LOANS (PTY) LTD,ZERO START CASH LOANS,2023/239652/07,071 024 6216,,"Shop 10, Cusmocity Shopping Centre Cnr South Africa Drive and Republ Cosmo City JOHANNESBURG 2188",JOHANNESBURG,,
NCRCP18943,SUPER AFFORDABLE CASH LOAN (PTY) LTD,HONEY CASH LOAN,2023/237896/07,071 024 6216,,Shop 23 Florida Square Commercia Cnr 3rd Street Goldman Avenue FLORIDA 1709,FLORIDA,,
NCRCP18945,SUPER SAVE CASH LOANS (PTY) LTD,BEST BEST CASH LOANS,2023/237683/07,071 024 6216,,Shop X00022 Horizon Shopping Centre Cnr Sonop Street and Ontdekkers Road ROODEPOORT 1724,ROODEPOORT,,
NCRCP18954,CHRISTINA MOURINA FAURIE,,N/A,074 583 7771,,92 Dadelpalm Avenue Woonderboom PRETORIA NORTH 0182,PRETORIA NORTH,,
NCRCP18956,KWEVHOS GROUP (PTY) LTD,,2020/470580/07,066 268 7632,,Block D Room No D Nursing Campus Giyani 0826,Giyani,,
NCRCP1490,TREM RANCH CC,EEZEE CASH,1991/017402/23,056 215 2221,056 215 1972,27 Reitz Street Kroonstad 9499,Kroonstad,,
NCRCP14900,CRYPTOARB (PTY) LTD,,2021/331834/07,083 296 8842,,100 Athol Street Highlands North Johannesburg 2094,Johannesburg,,
NCRCP14902,MASTER BUSINESS ASSOCIATES-RISK ADVISORY SERVICES (PTY) LTD,RISK PRO FINANCIAL SERVICES,2019/346621/07,011 315 0215,,CMA Office & Conference Park No.1 2nd Road Halfway House Estate MIDRAND 1685,MIDRAND,,
NCRCP14906,THUMBS UP CASH LOANS (PTY) LTD,,2020/795060/07,012 379 3711,086 656 9478,850 Louise Street Pretoria Gardens 0082,Pretoria Gardens,,
NCRCP14907,BRIGHTFUTURE TRADING (PTY) LTD,,2016/155664/07,054 332 4404,054 332 3369,25 3rd Avenue Oosterville Upington 8801,Upington,,
NCRCP14913,LECTER HOLDINGS (PTY) LTD,CASH CONVERTERS REDRUTH VILLAGE,2021/394738/07,087 820 4080,,Redruth Village New Redruth Ext1 Cnr Austell & Cambridge Road Alberton 1450,Alberton,,
NCRCP14915,PEEK FINANCIAL SERVICES (PTY) LTD,,2016/293498/07,013 240 0236,,"7740/09, Extension 23 Bhurundi Mhluzi Middelburg 1053",Middelburg,,
NCRCP14960,MOWCARE RICHARDS BAY CC,,1998/009625/23,035 789 8885,,104 Dollar Drive CBD RICHARDS BAY 3900,RICHARDS BAY,,
NCRCP14970,CASH CRUSADERS PHUTHADITJHABA (PTY) LTD,,2020/279018/07,021 787 9800,,Shop No 7 Maluti Crescent Shopping Centre Phuthaditjhaba 9869,Phuthaditjhaba,,
NCRCP14971,NALID TRADING (PTY) LTD,CASH CRUSADERS KATHU,2019/269775/07,053 010 1149,,Shop 436 & 44 Heritage Mall C/O Rooisand Street and Frikkie Meyer Boulevard KATHU 8446,KATHU,,
NCRCP1897,SOUTH AFRICAN SECURITISATION PROGRAMME (PTY) LTD,,1991/002706/07,011 809 7500,,Sasfin Place 13-15 Scott Street Waverley Johannesburg 2090,Johannesburg,,
NCRCP1899,C N C MOTORS (PTY) LTD,CAR CITY,2002/008433/07,017 631 4888,017 631 4889,C\o President Swart & Vaalrivier Streets Secunda 2302,Secunda,,
NCRCP19,MERCANTILE BANK LIMITED,MERCANTILE BANK,1965/006706/06,011 302 0300,086 743 2438,142 West Street Sandton 2146,Sandton,,
NCRCP19042,RENATI CAPITAL (PTY) LTD,,2019/270561/07,010 013 0542,,Geo2 Building Glen Eagle Office Park KEMPTON PARK 1619,KEMPTON PARK,,
NCRCP1907,LUJAH FINANSIELE DIENSTE BK,,1999/010384/23,048 884 0597,048 881 4597,Kerkstraat Steynsburg 5920,Steynsburg,,
NCRCP19070,SWIFT CASH SOLUTIONS (PTY) LTD,,2023/269189/07,082 767 8261,,9 Augusta Clovelly Avenue Woodhill Golf Estate Pretoria 0081,Pretoria,,
NCRCP19081,AFFABLE LIFE (PTY) LTD,,2022/714535/07,079 399 0115,,Stand No 412 Tshishushuru Thohoyandou 0950,Thohoyandou,,
NCRCP19092,YCKGMD TRADING (PTY) LTD,,2012/130228/07,087 821 6329,,471 Trouw Street Capital Park 0013,Capital Park,,
NCRCP191,BLACKSWAN FINANCE CC,,1987/22795/23,057 354 4997,057 354 4997,Goosenstraat 52 Odendaalsrus 9481,Odendaalsrus,,
NCRCP19110,UNUM CAPITAL (PTY) LTD,,1999/008361/07,074 726 6150,,"Unit 1, Village Corner 57 Via Latina Crescent IRENE 0062",IRENE,,
NCRCP2511,ELE VIOO DEALERS CC,,2002/037857/23,021 930 0715,021 930 0715,Louis Trichardtstraat 75A Parow 7499,Parow,,
NCRCP2512,STRUCTURED BOND SOLUTIONS (PTY) LTD,,2005/024732/07,012 346 4497,012 460 2681,149 Club Avenue Waterkloof Pretoria 0181,Pretoria,,
NCRCP2522,JODINI BELEGGINGS BK,,1991/034523/23,013 653 6400,013 653 6401,"Proffice Building, Route 4, Business Park 23 Corridor Crescent Witbank 1035",Witbank,,
NCRCP2523,YINMAI TRADING ENTERPRISE CC,AGILECOM,2007/153598/23,012 663 9611,086 6320709,"Ground Floor, Block C Inkwazi Office Park Centurion 0046",Centurion,,
NCRCP2530,BARBADOS FINANCE CC,ATLAS FINANCE,2003/023961/23,011 833 1900,086 683 1096,"CCMA House, 7th Floor Cnr. Loveday & Fox Streets Johannesburg 2001",Johannesburg,,
NCRCP2534,SCD CASH LOAN CC,,2002/044258/23,  ,,Site no 1120 Ethandokukhanya Piet Retief 2380,Piet Retief,,
NCRCP2535,THE KUYASA FUND (Association Incorporated under Section 21),,1999/021875/08,021 448 3144,,3 Wrensch Road Observatory 7925,Observatory,,
NCRCP2537,J & B FINANCE CC,,1999/052979/23,057 352 1321,057 352 1321,327 Stateway Welkom 9459,Welkom,,
NCRCP2543,SURE TRADE 107 CC,RED FINANCE,2001/070748/23,  ,,"Sanyati Park, Office 3 3 Abrey Road Kloof 3610",Kloof,,
NCRCP2547,HSW MANAGEMENT SERVICES CC,,2004/127440/23,021 851 3357,086 510 7787,7 Quantum Street Stellenbosch 7600,Stellenbosch,,
NCRCP14978,CASH CRUSADERS SAM NTULI (PTY) LTD,,2020/852278/07,071 670 2347,,Shop 64 & 65 Sam Ntuli Mall Cnr of Kumalo and Masakhane Street KATLEHONG 1431,KATLEHONG,,
NCRCP1498,SAPPHIRE FINANCE (PTY) LTD,,1998/017165/07,021 447 8081,021 447 7497,"Unit 6 E, Waverly Business Park Dane Street Mowbray 7700",Mowbray,,
NCRCP14981,CASH CRUSADERS ZEERUST (PTY) LTD,,2020/852263/07,071 670 2347,,"Shop 2, Zeerust Shopping Centre 53 Church Street Zeerust 2865",Zeerust,,
NCRCP14987,CASH CRUSADERS EVATON (PTY) LTD,,2020/852308/07,011 244 0651,,Shop No.025 Evaton Mall Cnr Eastern Road and Golden Highway Sebokeng SEBOKENG 1983,SEBOKENG,,
NCRCP1502,GLENRAND M.I.B LIMITED,,1997/008001/06,011 293 2608,011 293 2942,288 Kent Avenue Randburg 2194,Randburg,,
NCRCP1503,PRESTPROPS 1196 CC,FINANCE WORLD - MIDDELBURG,2001/006310/23,013 243 1053,013 282 0166,"Shop 17, O R Tambo Street MIDDLEBURG 1050",MIDDLEBURG,,
NCRCP15037,DYNAMIC VITALITY (PTY) LTD,,2013/162518/07,021 931 1503,,42 Stellenberg Road Millenium Park Block D4 PAROW INDUSTRIA 7490,PAROW INDUSTRIA,,
NCRCP1504,STANDARD BANK FLEET MANAGEMENT (PTY) LTD,,2007/006198/07,011 636 1508,011 636 6983,"Standard Bank Centre 1st Floor, 5 Simmonds Street Johannesburg 2001",Johannesburg,,
NCRCP15044,CASH CRUSADERS LADYSMITH (PTY) LTD,,2020/278982/07,021 787 9800,,Shop 27 The Oval Shopping Centre Cnr Keate and Alexandra Street LADYSMITH 3370,LADYSMITH,,
NCRCP15047,CASH CRUSADERS TZANEEN (PTY) LTD,,2021/453528/07,021 787 9800,,Shop 9 9A Tzaneen Crossing Mall Cnr Lydenburg and Skirving Street Tzaneen 0850,Tzaneen,,
NCRCP17810,BH 717 (PTY) LTD,BH,2014/244243/07,072 303 5672,,16 Somerst Drive Westville Durban. 3629,Durban.,,
NCRCP1782,DOVES GROUP (PTY) LTD,DOVES,1997/000676/07,021 975 1010,021 975 2457,19 Oxford Street Durbanville 7550,Durbanville,,
NCRCP1785,ST HELENABAAI EASY FINANCE CC,EASY FINANCE,1987/013938/23,022 713 3532,,7 Bree Street Vredenburg 7380,Vredenburg,,
NCRCP1786,STRAMFIN CC,ARCADE FINANCE,2000/030166/23,011 873 6611,011 873 5085,221 Meyer Street Germiston 1401,Germiston,,
NCRCP17891,JOHANNES KINSEY-AHLERS,,N/A,082 566 3008,,Sub 4 of 560 Groom Street Ramsgate 4285,Ramsgate,,
NCRCP179,TAKE FIVE CASH LOANS CC,"MEGA CASH , FIVE STAR",1996/059285/23,016 421 1886,086 525 9324,9 Consolidated Building Van Rijin Square VANDERBIJLPARK 1911,VANDERBIJLPARK,,
NCRCP1791,MAJESTIC SILVER TRADING 151 (PTY) LTD,ORANGE CASH LOAN,2005/019370/07,018 293 3249,018 293 3249,Rotague Building 79 Kerk Street Potchefstroom 2531,Potchefstroom,,
NCRCP17915,VULINDLELA FINANCIAL SERVICES (PTY) LTD,,2013/234187/07,087 702 9710,,985 Casa da Campo Street Copperleaf Golf Estate Centurion 0157,Centurion,,
NCRCP17935,KALANDER TESOURIE (PTY) LTD,,2015/270091/07,021 286 3332,,105 Buitenkloof Studios 8 Kloof Street Gardens Cape Town 8001,Cape Town,,
NCRCP1795,TRADE BUSTERS 1073 CC,CTC GELDPROJEK,2000/010872/23,053 631 1685,053 631 1685,Hoofstraat 59 De Aar 7000,De Aar,,
NCRCP19146,TRIDENT LOANS (PTY) LTD,,2023/196094/07,067 933 2996,,2 Japonica Avenue Geelhoutpark Rustenburg 0299,Rustenburg,,
NCRCP19164,MKCE LOAN TRADING (PTY) LTD,,2023/958359/07,074 477 5749,,01 Bonte Close Augrabies Park Upington 8801,Upington,,
NCRCP1918,MURVANS AUTO'S CC,BARGAIN AUTOS,2006/049473/23,011 811 1787,011 811 2378,33 Third Street Springs 1560,Springs,,
NCRCP19182,RETIRE 321 (PTY) LTD,,2023/215600/07,031 584 6475,,Unit G1 The Place 15 Zenith Drive Umhlanga Rocks 4320,Umhlanga Rocks,,
NCRCP1920,RAILWAY OUTFITTERS (PTY) LTD,"RAILWAY OUTFITTERS- VAN DER WALT, BOOM STREET, PAUL KRUGER",1968/008282/07,012 322 2418,012 320 2191,370 Paul Kruger Street Tshwane 0002,Tshwane,,
NCRCP1922,KOEKOES & SUZETTE BELEGGINGS BK,KOEKOES & SUZETTE BELEGGINGS,1996/007282/23,041 992 3309,041 992 2353,1 Sellmac Chambers 7 Church Street Uitenhage 6229,Uitenhage,,
NCRCP1927,BETTER LIVING CASH LOANS CC,,2006/027563/23,012 322 4997,086 648 5759,"Suite 327, SAAU Building Third Floor 255 Schoeman Street Tshwane 0002",Tshwane,,
NCRCP1928,KLOPDISSEL BOOM FINANSIELE DIENSTE BK,"KLOPDISSEL BOOM FINANSIELE DIENSTE BK - HOPETOWN, PRIESKA, DELPORTSHOOP, STRYDENBURG, LUCHOFF, DOUGLAS",2000/017428/23,053 203 0415,053 2030 415,Victoria Street PRISKA 8490,PRISKA,,
NCRCP193,CLOETESVILLE CASH LOANS CC,V T FINANCIAL SERVICES,1999/033535/23,021 883 3948,021 889 7647,99 - 101 Long Street Cloetesville Stellenbosch 7600,Stellenbosch,,
NCRCP1930,STREETWISE FINANCE (GERMISTON) CC,,1994/042784/23,012 347 6313,012 347 4627,"Ground Floor, Rutland Place President Street Germiston 1400",Germiston,,
NCRCP2550,KARROO FURNISHERS AND TRANSPORT CC,,1985/009542/23,053 631 2178/9,053 631 2179,55 Main Street De Aar 7000,De Aar,,
NCRCP2554,JOHANNES AUGUSTUS ANDRIES VAN DEN HEEVER,VAN DEN HEEVER PROKEREURS,N/A,012 343 7030,012 343 7031,441 Kirkness Street Sunnyside 0002,Sunnyside,,
NCRCP256,RNE FINANCIAL SERVICES (PTY) LTD,,1978/060186/07,043 711 7579,043 748 3690,"Shop 18, Spargs Mall Major Square Road Beacon Bay 5241",Beacon Bay,,
NCRCP2562,VILTRAC CC,VILJOENSKROON NORTHMED,1990/037832/23,056 343 2203,056 343 2332,2 Reitz Street Viljoenskroon 9520,Viljoenskroon,,
